,0,1,2,3
13104,Palmina 2010 Subida Tocai Friulano (Santa Ynez Valley),88,"One of the most bizarre yet fascinating wines on the market, this ...",$30
13105,Millbrook 2013 Proprietor's Special Reserve Tocai Friulano (Hudson River Region),87,"Fresh, fragrant honeysuckle and apricots abound in this slightly off-dry Tocai Friulano. ...",$20
13106,Citari 2013 Friulano (San Martino della Battaglia),87,"Made entirely with Friulano (formerly called Tocai Italico), this vibrant white conveys ...",$21
13107,Vía 2013 Fox Hill Vineyard Tocai Friulano (Mendocino County),85,"This is packed with herbal character, from the aroma through the flavors ...",$25
13108,Vía 2012 Fox Hill Vineyard Tocai Friulano (Mendocino County),88,"Barrel fermented in neutral oak, this Mendo Tocai Friulano is dry and ...",$25
13109,Mario Schiopetto 2011 Friulano (Collio),88,Made with the Friulano grape—formerly known as Tocai Friulano—this white offers lemon ...,$30
13110,Monte Volpe 2011 Primo Bianco White (Mendocino County),87,"This wine is a screaming deal, like biting into a rich bite ...",$8
13111,Monte Volpe 2010 Tocai Friulano (Mendocino),85,"This wine is alive with flavors of citrus, honey and orange blossom. ...",$15
13112,Russiz Superiore 2007 Col Disôre White (Collio),89,"A blend of Pinot Bianco, Tocai Friulano, Sauvignon and Ribolla Gialla, this ...",$37
13113,Lis Neris 2009 Fiore di Campo White (Venezia Giulia),88,Fiore di Campo is a beautiful blend of Tocai Friulano (85%) with ...,$22
13114,Beccarello 2008 Oro Cason Brusà Vino Passito Friulano (Lison-Pramaggiore),88,"Made with air-dried Tocai Friulano grapes (now simply called Friulano), this golden ...",$45
13115,Ventosa 2008 Tocai Friulano (Finger Lakes),85,"Beautifully aromatic with dainty white peach, apricot and grapefruit notes, Ventosa's Tocai ...",$16
13116,Furlan 2007 Castelcosa Cuvée Tai White (Delle Venezie),88,"Cuvée Tai (a blend of Tocai Friulano, Riesling and Traminer) offers crisp ...",$22
13117,Bastianich 2006 Plus Tocai Friulano (Colli Orientali del Friuli),90,"Offers amazing intensity and layered aromas of honey, candied orange, caramel and ...",$70
13118,Scubla 2006 Pomédes White (Colli Orientali del Friuli),89,"Roberto Scubla has crafted a gorgeous and luminous blend of Pinot Bianco, ...",$44
13119,Cormòns 2007 Tocai Friulano (Collio),86,Here's an easygoing white wine from northeast Italy with measured aromas of ...,$12
13120,Ronco Severo 2006 Tocai Friulano (Colli Orientali del Friuli),86,This is a unique expression of Friulano with an amber color and ...,N/A
13121,Villa Russiz 2006 Tocai Friulano (Collio),87,This vintage has shaped a bold and powerful expression of Friulano with ...,$34
13122,VJB 2007 Tocai Friulano (Mendocino),83,"Soft and slightly sweet, this white wine has jammy flavors of pineapples, ...",$18
13123,David Noyes 2007 Pagani Vineyard Tocai Friulano (Sonoma Valley),87,"This northern Italian variety, which has no relation to the Hungarian Tokaji, ...",$20
13124,Bastianich 2005 Plus Tocai Friulano (Colli Orientali del Friuli),91,This floral wine is bursting with notes of jasmine and honeysuckle backed ...,$75
13125,Le Vigne di Zamò 2006 Vigne Cinquant'Anni Tocai Friulano (Colli Orientali del Friuli),90,"This is a creamy, sophisticated wine with a luminous golden hue and ...",$32
13126,Guerra 2006 Passión White (Colli Orientali del Friuli),90,"Very sophisticated and opulent, this is a rich blend of Sauvignon, Picolit, ...",$25
13127,Comelli 2006 Friulano Tocai Friulano (Colli Orientali del Friuli),88,There's an inviting quality to this wine that begs one sip after ...,$19
13128,Cantarutti 2006 Canto White (Colli Orientali del Friuli),88,"Here is a fruit-forward and aromatic blend of Tocai Friulano, Pinot Bianco ...",$23
13129,Petrussa 2006 Tocai Friulano (Colli Orientali del Friuli),87,This is an easy-drinking wine that offers fresh and genuine fruit but ...,$40
13130,Jacùss 2006 Tocai Friulano (Colli Orientali del Friuli),87,This is a powerful wine with an intense and direct delivery of ...,$23
13131,Aldo Polencic 2006 Bianco degli Ulivi Tocai Friulano (Collio),87,This wine is a bit heavy because of the obvious wood tones ...,$55
13132,Ermacora 2006 Tocai Friulano (Colli Orientali del Friuli),87,"This Friulano delivers gorgeous purity of aromas that translate into passion fruit, ...",$16
13133,Marega 2006 Aurora Tocai Friulano (Collio),86,Here's a buttery and creamy expression of the Friulano grape with rich ...,N/A
13134,Valchiarò 2006 Tocai Friulano (Colli Orientali del Friuli),86,"This is a very likeable and sophisticated Friuliano with smooth, rich density ...",$35
13135,Vigneti Fantinel 2006 Vigneti Sant'Helena Tocai Friulano (Collio),86,The nose here exhibits floral- and candy-like aromas of acacia flower and ...,N/A
13136,Il Roncal 2006 Tocai Friulano (Colli Orientali del Friuli),86,Honey and exotic fruit create a pretty combination in a wine that ...,$21
13137,Albino Armani 2018 Rosé (Vallagarina),86,"Made with Schiava, this has floral and fruity aromas of fragrant spring ...",$13
13138,Grafen Neipperg 2015 Halbtrocken Trollinger (Württemberg),90,"Brisk and bright, this exceptionally light-bodied red—known by the name Schiava in ...",$26
13139,Wachtstetter 2013 Steillage Trollinger (Württemberg),93,"Trollinger, also known as Schiava or Vernatsch outside of Germany, is a ...",$22
13140,Baron Widmann 2013 Vernatsch Schiava (Alto Adige),90,"This lightly colored, luminous wine conveys intense aromas of rose and woodland ...",$24
13141,Franz Gojer-Glögglhof 2013 Rondell St. Magdalener Red (Alto Adige),90,"Made from the estate's oldest vines, this silky blend of 95% Schiava ...",$29
13142,Peter Zemmer 2013 Schiava Gentile Schiava (Alto Adige),89,This intensely fragrant wine leads with aromas of red currant and violet. ...,$17
13143,Weingut Niklas 2013 Schiava (Alto Adige),89,"Aromas suggest red berry, pomegranate and violet. The vibrant palate delivers crushed ...",$18
13144,St. Pauls 2013 Passion Vernatsch Schiava (Alto Adige),89,Wild red berry and crushed flower aromas lead the nose on this ...,$23
13145,St. Pauls 2013 Missianer Vernatsch Schiava (Alto Adige),89,"Intense aromas of red cherry and wildflower open this bright, elegant red. ...",$17
13146,Franz Gojer-Glögglhof 2013 Alte Reben Vernatsch Schiava (Alto Adige),89,"Aromas recall red berry, wildflower and a dash of alpine herb. The ...",$21
13147,Franz Gojer-Glögglhof 2013 Glogglhof St. Magdalener Classico Schiava (Alto Adige),89,Red currant and alpine herb aromas lead the nose on this blend ...,$25
13148,Weingut Niklas 2013 Lago di Caldaro Classico Schiava (Alto Adige),89,"This lightly colored, luminous 100% Schiava offers aromas of wild berry, pomegranate ...",$18
13149,Griesbauerhof 2013 St. Magdalener Classico Red (Alto Adige),89,"Made with 95% Schiava and 5% Lagrein, this sleek red opens with ...",$19
13150,Egger-Ramer 2013 Schiava Gentile Schiava (Alto Adige),88,Aromas of red berry and wildflower take shape in the glass. The ...,$17
13151,Tramin 2013 Hexenbichler Schiava (Alto Adige),88,This opens with varietal aromas of strawberry and pressed wild flower. The ...,$15
13152,Caldaro 2013 Campaner Schiava (Alto Adige),88,"Aromas of violet and red currant waft from the glass. The fresh, ...",$18
13153,Nals Margreid 2013 Galea Vernatsch Schiava (Alto Adige),88,Delicate aromas of raspberry and almond carry through to the palate along ...,$23
13154,Caldaro 2013 Solos Schiava (Alto Adige),88,Aromas recall woodland berry and rose petal. The vibrant palate offers juicy ...,$25
13155,Abbazia di Novacella 2013 Schiava (Alto Adige),88,"This radiant red opens doles out succulent sour cherry, crushed strawberry, orange ...",$15
13156,Colterenzio 2013 Lago di Caldaro Classico Superiore Schiava (Alto Adige),88,Aromas of red currant and violet lead the nose on this 100% ...,$14
13157,Castel Sallegg 2013 Bischofsleiten Lago di Caldaro Classico Schiava (Alto Adige),88,"Made with 100% Schiava Gentile, this conveys subdued aromas of red berry ...",$20
13158,Nals Margreid 2013 Rieser St. Magdalener Red (Alto Adige),88,This blend of 95% Schiava and 5% Lagrein offers aromas of red ...,$19
13159,Tenuta Peter Sölva & Söhne 2011 Lago di Caldaro Classico Superiore De Silva PeterLeiter Red (Alto Adige),88,"Made with 95% Schiava Grossa and 5% Lagrein, this bright wine conveys ...",$12
13160,Erste Neue 2013 Grobnerhof St. Magadalener Red (Alto Adige),88,"Made with 93% Schiava and 7% Lagrein, this offers aromas of blue ...",$16
13161,Viticoltori Alto Adige 2012 St. Magdalener Red (Alto Adige),88,Aromas of bright red berry and alpine herb lead the nose on ...,$17
13162,Andriano 2013 Bocado Vernatsch Schiava (Alto Adige),87,Subdued aromas of wild strawberry and red flower take shape in the ...,$20
13163,Castelfeder 2013 Breitbacher Vernatsch Schiava (Alto Adige),87,This leads with delicate aromas of violet and woodland berry. On the ...,$15
13164,Cantina Produttori Cortaccia 2013 Sonntaler Grauvenatsch Schiava (Alto Adige),87,Aromas suggest wildflower and woodland berry. The fruity palate delivers crushed wild ...,$13
13165,Baron di Pauli 2013 Kalkofen Lago di Caldaro Classico Superiore Schiava (Alto Adige),87,"Made with 100% Schiava, this has a subdued nose that eventually reveals ...",$25
13166,Erste Neue 2013 Lago di Caldaro Classico Superiore Schiava (Alto Adige),87,"This 100% Schiava opens with aromas of woodland berry, rose petal and ...",$15
13167,Loacker 2013 Morit St. Magdalener Classico Red (Alto Adige),87,"Made with 90% Schiava and 10% Lagrein, this approachable wine conveys subdued ...",$14
13168,Egger-Ramer 2013 Reiesegger St. Magdalener Classico Red (Alto Adige),87,"Aromas of red currant, blue flower and a whiff of baking spice ...",$17
13169,Elena Walch 2013 Schiava (Alto Adige),88,"A perfect summer red, this refreshing, light-bodied wine from northern Italy, made ...",$15
13170,Castel Sallegg 2011 Bischofsleiten Schiava (Alto Adige),87,Here's a very light-bodied red wine from the cool climate north of ...,$19
13171,Kellerei Kaltern Caldaro 2010 Pfarrhof Schiava (Alto Adige),86,"This is crisp, clean and fresh in the mouth, with bitter berry ...",$10
13172,Andriano 2009 Santa Maddalena Red (Alto Adige),87,A food-friendly blend of Schiava and Lagrein (two native grapes of northern ...,$17
13173,Sogrape 2016 Quinta dos Carvalhais Reserva Red (Dão),93,"This is a dense, richly textured wine, wood aged and blending Touriga ...",$45
13174,Seacampo 2015 Casa Américo Alfrocheiro (Dão),87,One of a series of wines showcasing the individual grapes that go ...,$20
13175,Boas Quintas 2017 Fonte do Ouro Tinto Reserva Red (Dão),91,"Half Touriga Nacional, this structured wine, with its nine months in wood, ...",$19
13176,Ribafreixo 2016 Pato Frio Editon Red (Alentejano),90,"This lightly structured wine has perfumed, juicy red fruits and a more ...",$13
13177,Caves Velhas 2016 Catedral Reserva Red (Dão),89,This is a firm wine with some serious tannins that lie over ...,$13
13178,Casa Agricola Santos Jorge 2017 Morgado da Canita Red (Alentejano),88,"This juicy, red fruit-flavored wine is an immediately attractive blend of Trincadeira, ...",$9
13179,DFJ Vinhos 2018 Paxis Rosé (Lisboa),85,"Light in color and fresh in taste, this is an easy, bright ...",$10
13180,Wines & Winemakers 2016 Insurgente Red (Dão),90,"A blend of Touriga Nacional and Alfrocheiro, this wine has ripe tannins ...",$18
13181,Terras de Alter 2017 Terra d'Alter Alfrocheiro (Alentejano),88,"The Alfrocheiro, more commonly associated with the Dão region further north in ...",$14
13182,Fontes da Cunha 2015 Mondeco Red (Dão),88,"This rich blend of five grapes including Tinta Roriz, Touriga Nacional and ...",$15
13183,Boas Quintas 2016 Fonte do Ouro Reserva Red (Dão),90,"A classic blend of Dão grapes including Alfrocheiro and Jaen, this wine ...",$19
13184,Monte da Ravasqueira 2013 Ravasqueira Grande Reserva Brut Nature Sparkling (Alentejano),88,"Made from Alfrocheiro, this crisp wine is textured, with a steely edge. ...",$60
13185,Opta 2015 Grande Reserva Red (Dão),94,"Almost black in color, this blend of Touriga Nacional, Alfrocheiro and Tinta ...",$70
13186,Quinta das Marias 2016 Lote Red (Dão),92,"Fermented in granite lagars, this blend holds Touriga Nacional, Jaen, Alfrocheiro and ...",$24
13187,Quinta de Lemos 2012 Alfrocheiro (Dão),91,"Powerful tannins and rich, intense fruit come from both oak aging and ...",$35
13188,Casa Santos Lima 2016 OMG Red (Lisboa),89,"This is a structured wine, a blend of Tinta Roriz, Castelão, Alfrocheiro ...",$15
13189,Caves Velhas 2014 Solo Reserva Red (Dão),89,"This is a fine blend of typical Dão grapes, Touriga Nacional, Alfrocheiro ...",$17
13190,Magnum Carlos Lucas Vinhos 2016 Pinha Ribeiro Santo Red (Dão),88,"Produced in the Ribeiro Santo cellar, this wine is a typical blend ...",$13
13191,Global Wines 2017 Cabriz Rosé (Dão),86,Strawberry flavors burst from this blend of Touriga Nacional and Alfrocheiro. It ...,$9
13192,Castro de Pena Alba 2014 Picos de Couto Reserva Red (Dão),87,"This wine, a blend of Touriga Nacional, Tinta Roriz and Alfrocheiro, is ...",$12
13193,Quinta da Mariposa 2016 Mariposa Rosé (Dão),86,"Light and crisp, this bright blend of Alfrocheiro and Touriga Nacional is ...",$13
13194,DFJ Vinhos 2015 Segada Red (Lisboa),86,"Full of berry fruits, this wine blends Touriga Nacional, Alfrocheiro and Merlot. ...",$9
13195,Caves Velhas 2015 Catedral Reserva Red (Dão),88,"Alfrocheiro, Tinta Roriz and Touriga Nacional are blended in this broad, rich ...",N/A
13196,Seacampo 2016 Casa Américo Rosé (Dão),87,"Vineyards close to Portugal's highest mountain range give this wine a crisp, ...",$13
13197,Quinta do Perdigão 2012 Red (Dão),94,From architect José Perdgão's small quinta—only 17 acres on typically high-altitude merciless ...,$30
13198,Julia Kemper Wines 2010 Reserva Red (Dão),93,"This blend of Touriga Nacional, Tinta Roriz, Alfrocheiro and Jaen is a ...",$32
13199,Quinta do Perdigão 2011 Alfrocheiro (Dão),92,This is an unusual limited-production wine from Perdigão's highest hottest vineyard. It ...,$34
13200,Quinta do Perdigão 2009 Red (Dão),92,"Piled high with tannins, José Perdigão's dark, firm wine is structured and ...",$40
13201,Wines & Winemakers 2015 Insurgente Red (Dão),91,"Rich, ripe and full of fruit, this blend of Touriga Nacional and ...",$18
13202,Quinta do Sobral 2014 Santar Reserva Red (Dão),91,"This rich, spicy blend of Alfrocheiro, Touriga Nacional, Tinta Roriz and Jaen ...",$13
13203,Boas Quintas 2015 Fonte do Ouro Reserva Red (Dão),89,"This opulent blend of all four Dão grapes (Touriga Nacional, Tinta Roriz, ...",$19
13204,Boas Quintas 2016 Fonte do Ouro Red (Dão),88,This is the entry-level red from this estate in the heart of ...,$15
13205,J. Portugal Ramos 2016 Pouca Roupa Red (Alentejano),86,"This rich blend of Alicante Bouschet, Touriga Nacional and Alfrocheiro is all ...",$12
13206,Magnum Vinhos 2014 Ribeiro Santo Reserva Red (Dão),91,"This ripe, perfumed wine is an opulent blend of Touriga Nacional with ...",$19
13207,Casa Anadia 2014 Colheita Red (Dão),90,"A blend that includes Touriga Nacional and Alfrocheiro, this is a well-structured ...",$15
13208,Casa Agricola Santos Jorge 2015 Morgado da Canita Red (Alentejano),87,"Deeply colored, aromatic and packed with red fruits, this is a solid, ...",$13
13209,Global Wines 2016 Cabriz Rosé Colheita Seleccionada Rosé (Dão),86,"This ripe, fruity blend of Touriga Nacional and Alfrocheiro is zesty and ...",$9
13210,Quinta das Marias 2015 Alfrocheiro (Dão),90,The grape that is very local to the Dão region has produced ...,$24
13211,Quinta das Marias 2015 Lote Red (Dão),88,"This is a solid blend of Touriga Nacional with Tinta Roriz, Jaen ...",$17
13212,Magnum Vinhos 2015 Jardim da Estrela Red (Dão),88,"This wine is rich, full of black fruits. It has the typical ...",$11
13213,Quinta da Lagoalva de Cima 2015 Lagoalva Reserva Red (Tejo),90,"This is a serious blend of Alfrocheiro, Syrah and Touriga Nacional from ...",$18
13214,Parras Wines 2015 Evidência Red (Dão),86,"This simple wine blends the typical Dão grapes of Alfrocheiro, Tinta Roriz ...",$10
13215,Terras de Alter 2015 Terra d'Alter Alfrocheiro (Alentejano),86,"More often found in the central Dão region, this version from the ...",$14
13216,Quinta das Marias 2014 Lote Red (Dão),92,"Aged for a year in oak, this rich wine is a blend ...",$16
13217,Casa Agricola Alexandre Relvas 2014 Herdade de São Miguel Alfrocheiro (Alentejano),89,This Dão grape makes a firmly dry and tannic wine at this ...,$20
13218,Quinta de Lemos 2010 Alfrocheiro (Dão),89,"This is an aromatic wine, one of a series of four wines ...",$32
13219,Herdade Grande 2014 Audaz Tinto Red (Alentejano),87,"To the blend of local Aragonez and Trincadeira, the producer has added ...",$10
13220,Sogrape 2012 Quinta dos Carvalhais Alfrocheiro (Dão),91,Made from the perfumed red grape that is special to the granite ...,$30
13221,Vinha Paz 2013 Colheita Red (Dão),91,"Using the four main grapes of the Dão region—Touriga Nacional, Tinta Roriz, ...",$35
13222,UDACA 2012 Adro da Sé Reserva Red (Dão),90,"The Sé (cathedral) on the label of this wine is in Viseu, ...",$17
13223,UDACA 2011 Tesouro da Sé Private Selection Red (Dão),89,Twelve months bottle aging and a selection of Touriga Nacional and Alfrocheiro ...,$26
13224,Messias 2013 Messias Selection Red (Dão),87,"The principal grapes of Dão are all in this ripe, fruity blend: ...",$8
13225,Terras de Alter 2014 Terra d'Alter Alfrocheiro (Alentejano),86,"More commonly found in the Dão region, the Alfrocheiro is sometimes called ...",$14
13226,Quinta da Lagoalva de Cima 2013 Reserva Red (Tejo),91,"The wine is ripe, still young with its fresh fruits and acidity. ...",$20
13227,Pegasus Bay 2016 White (North Canterbury),90,This 70–30 blend of Sauvignon and Semillon is a textural and nuanced ...,$30
13228,Marie et Sylvie Courselle 2017 Le Petit Courselle Les Copines White (Vin de France),88,"For a wine produced by a Bordeaux family, this is a daring ...",$20
13229,Kings Carey 2017 Vogelzang Vineyard Semillon (Happy Canyon of Santa Barbara),91,"A single-varietal Sémillon bottling is hard to come by in California, but ...",$22
13230,Fenestra 2016 True White (California),90,"Aromas like green apple slices precede flavors like Anjou pears, butter and ...",$18
13231,Thorne & Daughters 2015 Rocking Horse Cape of Good Hope White (Western Cape),89,"Made from 33% Roussanne, 23% Sémillon, 20% Chardonnay, 18% Chenin Blanc and ...",N/A
13232,Tinhorn Creek 2015 Oldfield Series 2Bench White (Okanagan Valley),87,"This snappy blend of Chardonnay, Sauvignon Blanc, Viognier, Sémillon and Muscat brings ...",$20
13233,Bressia 2015 Lágrima Canela White (Mendoza),90,"Waxy, dusty apple and oak aromas reflect the 30% Sémillon, but this ...",$50
13234,Avondale 2013 Cyclus White (Paarl),90,"An interesting blend of 24% Viognier, 24% Roussanne, 24% Chenin Blanc, 14% ...",$15
13235,Logodaj 2015 Bijoux White (Thracian Valley),89,"This white blend of 50% Chardonnay, 30% Sauvignon Blanc and 20% Sémillon ...",$19
13236,Montefiore 2014 Colombard-Chardonnay-Semillon White (Judean Hills),88,"This medium-straw-colored wine has an aroma of ripe cantaloupe. Flavors of grapefruit, ...",$20
13237,Sokol Blosser NV Evolution Lucky No. 9 White (America),90,This nonvintage blend is best identified by its edtion number—this latest being ...,$15
13238,Maverick 2012 Breechens Chardonnay-Semillon (Barossa),89,"Australia used to make more blends like this, using the acids of ...",$18
13239,Heaven's Coast 2014 White (Santa Barbara County),88,There are lots of intriguing elements to this creative blend of 69% ...,N/A
13240,Frank 2015 Sauvignon Blanc-Chardonnay-Semillon White (Limestone Coast),87,"This tasty, medium-bodied blend is about half Sauvignon Blanc, with the balance ...",N/A
13241,Murrieta's Well 2014 The Whip White (Livermore Valley),89,An unusual and inviting lemongrass aroma and flavor go well with a ...,$24
13242,Fenestra 2014 Semonnay White (Livermore Valley),89,Tropical-fruit aromas and lavish flavors go well with the richness and full ...,$22
13243,Raymond 2014 Small Lot Collection White Meritage (Napa Valley),89,"This blends 61% Sauvignon Blanc, 36% Sémillon and 3% Chardonnay, opening in ...",$32
13244,Tinhorn Creek 2014 Oldfield Series 2Bench White (Okanagan Valley),87,"This unusual five-grape blend includes Chardonnay, Sémillon, Sauvignon Blanc, Viognier and Muscat. ...",$21
13245,Cave B 2014 Cavewoman White (Ancient Lakes),86,"Half Chardonnay and half Sémillon, this offers aromas of pear, apple and ...",$14
13246,Boeger 2014 Sauvignon Blanc (El Dorado),86,"This is a rich, full-bodied wine in a generally light and crisp ...",$14
13247,BBQ Wine Company NV Oink! White (America),87,"This blend of Chardonnay, Sémillon and Roussanne brings notes of lees, honeycomb ...",$15
13248,Fenestra 2013 Semonnay White (Livermore Valley),88,"This blend has a slightly meaty, chicken-broth aroma from the Sémillon, and ...",$19
13249,Murrieta's Well 2013 The Whip White (Livermore Valley),87,Fresh apple aromas and lively citrus flavors make a good combination in ...,$22
13250,Apriori 2013 Chardonnay (Mendocino County),90,"A Chardonnay with an unusual companion, 8% Sémillon, this is floral and ...",$20
13251,Kunde 2011 Sweet Leslie Late Harvest White (Sonoma Valley),90,"A late-harvest blend of Sauvignon Blanc, Chardonnay and Sémillon from a good ...",$75
13252,Tinhorn Creek 2013 Oldfield Series 2Bench White (Okanagan Valley),88,The gold capsule Oldfield Series wines occupy a sort of reserve tier. ...,$23
13253,Bressia 2011 Lágrima Canela White (Mendoza),85,"Extremely oaky and resiny, this offers aromas of wood grain, resin, vanilla ...",$50
13254,Avondale 2011 Cyclus White (Paarl),90,"A blend of Viognier, Roussanne, Chardonnay, Chenin Blanc and Sémillon, this leads ...",$35
13255,Murrieta's Well 2012 Los Tesoros de Joaquin Chardonnay-Semillon (Livermore Valley),88,"A blend of half Sémillon and half Chardonnay, this is an aromatic, ...",$30
13256,Reininger 2012 Birch Creek Vineyard Semillon (Walla Walla Valley (WA)),92,A wine this good makes you wish there were a lot more ...,$36
13257,Fenestra NV True White Lot 1 White (California),87,"From Livermore-based Fenestra, this blend includes Verdelho, Riesling, Chardonnay, Sémillon and Pinot ...",$16
13258,Murrieta's Well 2012 The Whip White (Livermore Valley),88,A full-bodied white blend composed largely of Chardonnay with smaller percentages of ...,$21
13259,Fenestra 2012 Semonnay Chardonnay-Semillon (Livermore Valley),83,"Fenestra's proprietary blend of 59% Chardonnay and 41% Sémillon, this is a ...",$18
13260,14 Hands 2012 Hot To Trot White (Washington),88,No specific blend is listed on this delicious wine—in the past it's ...,$10
13261,V. Sattui 2012 Carsi Vineyard Semillon (Napa Valley),88,This is one of the best Sémillons California has produced in recent ...,$25
13262,Heritage NV Cuvée Blanc Chardonnay-Pinot Gris-Sémillon-Sauvignon Blanc White (Outer Coastal Plain),80,"A scent of sulfur marks this New Jersey wine from the get-go, ...",$15
13263,14 Hands 2011 Hot To Trot White (Washington),87,"This is a tasty blend of Chardonnay, Pinot Gris and Sémillon, with ...",$10
13264,Pandemonium 2011 White (California),84,"If you like your white wines sweet and crisp, then this one's ...",$10
13265,Murrieta's Well 2011 The Whip White Wine White (Livermore Valley),87,"A wisp of a white blend, this is mostly Chardonnay and Sémillon, ...",$19
13266,Fenestra 2010 Semonnay Chardonnay-Semillon (Livermore Valley),86,This blend of of 51% Chardonnay and 49% Semillon tastes big and ...,$16
13267,A.A. Badenhorst Family Wines 2009 White (Coastal Region),90,"A complex, kitchen-sink blend of 29% Chenin Blanc, 23% Roussanne, 11% Viognier, ...",$42
13268,Kontos 2010 LeeVeLooLee Gossamer White White (Columbia Valley (WA)),91,"An intriguing blend—half Viognier, the rest a mix of Chardonnay, Sémillon and ...",$22
13269,David Hill NV Farmhouse White White (America),87,"This non-vintage blend of Sémillon, Chardonnay, Gewurztraminer, Pinot Gris, and Sylvaner does ...",$10
13270,un4seen 2010 White Blend White (California),87,"Sweet and viscous, this blend of Chardonnay, Sémillon, Moscato and Viognier is ...",$10
13271,JM Cellars 2010 Bramble Bump White White (Columbia Valley (WA)),90,This popular white blend shows really well in this new vintage. Half ...,$17
13272,Fenestra 2009 Semmonay Chardonnay-Semillon (Livermore Valley),91,"With touches of honeycomb and Granny Smith apple, this delightfully lush blend ...",$16
13273,Peter Lehmann 2010 Layers White (Adelaide),84,"A “layered” blend of five different varieties, this starts off a bit ...",$17
13274,Beringer 2008 Alluvium Blanc Sauvignon Blanc-Semillon (Knights Valley),88,"As always, Beringer's Alluvium blend is a complex white wine, meant to ...",$17
13275,Bouchard Finlayson 2009 Blanc de Mer White (Western Cape),85,"An interesting blend of 39% Rhine Riesling, 28% Viognier, 13% Chardonnay, 9% ...",$18
13276,Henschke 2008 Tilly's Vineyard White (Barossa-Adelaide Hills),85,"This is mainly Semillon and Sauvignon Blanc, with 25% Chardonnay and 9% ...",N/A
13277,D'Arenberg 2008 The Noble Prankster Chardonnay-Semillon (Adelaide Hills),82,"The other four d'Arenberg stickies from 2008 are top-notch, so the winery ...",$19
13278,Fenestra 2008 Semonnay Semillon-Chardonnay (Livermore Valley),84,"A little on the simple, sweetly fruity side, with pie-filling pineapple and ...",$16
13279,Château Pape Clément 2006 Barrel sample  (Pessac-Léognan),88,"87—89 Barrel sample. Soft and round, this seems to have more spice ...",N/A
13280,Insatiable NV White (California),87,"Sommeliers should know about this blend of Sémillon, Sauvignon Blanc, Chardonnay and ...",$10
13281,Le Fraghe 2018 Ròdon  (Bardolino Chiaretto),91,"A blend of organically farmed Corvina (80%) and Rondinella (20%), this elegant ...",$16
13282,Caposaldo 2018 Rosé (Veneto),88,"Made entirely with Corvina, this savory, light-bodied wine has aromas of spring ...",$12
13283,Allegrini 2015 La Grola Red (Veronese),92,"A blend of 90% Corvina Veronese and 10% Oseleta, this alluring red ...",$40
13284,Masi Tupungato 2016 Passo Doble Made with Organic Grapes Red (Uco Valley),87,"Grapey aromas are exotic and unusual for Mendoza, which makes sense seeing ...",$18
13285,Masi Tupungato 2015 Passo Doble Red (Mendoza),87,Gritty aromas of grilled beef and berry fruits are blocky. This Veneto-style ...,$15
13286,Prà 2015 Morandina  (Valpolicella Superiore Ripasso),90,"Made with 35% Corvina, 35% Corvinone, 23% Rondinella and 7% Oseleta, this ...",$35
13287,Giovanna Tantini 2015  Bardolino,90,"Made with 80% Corvina and 20% Rondinella, this opens with aromas of ...",$15
13288,Tedeschi 2013 La Fabriseria  (Valpolicella Classico Superiore),89,"Made with 35% Corvina, 30% Corvinone, 30% Rondinella and 10% Oseleta, this ...",$42
13289,Trabucchi d'Illasi 2010 San Colombano  (Valpolicella Superiore),89,"Made with 40% Corvina, 40% Corvinone, 5% Oseleta and 5% Croatina organic ...",$30
13290,Brunelli 2015 Corte Cariano Corvina (Veronese),88,"Made entirely with dried Corvina grapes, this has aromas of red currant, ...",$28
13291,Valetti 2015  Bardolino Classico Superiore,88,"A blend of 70% Corvina, 20% Rondinella and 10% Sangiovese, this offers ...",$22
13292,Valetti 2016  Bardolino Classico,88,"Made with 70% Corvina, 20% Rondinella and 10% Sangiovese, this offers aromas ...",$16
13293,Brunelli 2015  Valpolicella Classico Superiore,88,"Made with 65% Corvina, 25% Rondinella and 10% Corvinone, this offers aromas ...",$25
13294,Le Fraghe 2015 Brol Grande  (Bardolino),94,"Showing Bardolino's more serious side, this delicious red opens on aromas of ...",$20
13295,Masi 2014 Campofiorin 50 Red (Veronese),90,"You'll find alluring scents of iris, blackberry and nutmeg on this blend ...",$18
13296,Masi 2013 Rosso Campofiorin Oro Red (Veronese),90,"A blend of 80% Corvina, 10% Rondinella and 10% Oseleta, this elegantly ...",$23
13297,Tasi 2014  Valpolicella Ripasso,89,"A blend of 40% Corvina, 40% Corvinone, 15% Rondinella and 5% Oseleta, ...",$45
13298,Gorgo 2016  Bardolino Chiaretto,89,"A blend of Corvina Veronese, Rondinella and Molinara grapes, this savory rosato ...",$12
13299,Gino Fasoli 2016 La Corte del Pozzo  (Valpolicella),89,"A blend of organically cultivated Corvina, Rondinella and Corvinone, this has enticing ...",$28
13300,Masi 2016 Bonacosta  (Valpolicella Classico),89,"Made with 70% Corvina, 25% Rondinella and 5% Molinara, this opens with ...",$15
13301,Cecilia Beretta 2015  Valpolicella Superiore Ripasso,88,"A blend of 60% Corvina, 20% Rondinella, 10% Corvinone and 10% Negrara, ...",$29
13302,Valentina Cubi 2015 Iperico  (Valpolicella),88,"This is everything a Valpolicella should be: fresh, savory and incredibly easy ...",$30
